Order_ID,Customer_ID,Order_Date,Status
ORD00140,CUST0395,2024-09-04,Completed
ORD00141,CUST0424,2024-06-13,Completed
ORD00142,CUST0087,2024-11-18,Cancelled
ORD00143,CUST0573,2024-06-09,Returned
ORD00144,CUST0249,2025-02-09,Completed
ORD00145,CUST0174,2024-11-22,Completed
ORD00146,CUST0174,2024-07-26,Completed
ORD00147,CUST0309,2024-11-04,Completed
ORD00148,CUST0150,2024-11-27,Completed
ORD00149,CUST0446,2025-03-14,Completed
ORD00150,CUST0307,2025-03-18,Completed
ORD00151,CUST0079,2025-01-10,Completed
ORD00152,CUST0967,2024-10-18,Completed
ORD00153,CUST0641,2025-04-15,Completed
ORD00154,CUST0632,2024-06-13,Completed
ORD00155,CUST0110,2025-04-13,Completed
ORD00156,CUST0007,2024-11-11,Returned
ORD00157,CUST0341,2024-11-30,Cancelled
ORD00158,CUST0390,2025-02-06,Cancelled
ORD00159,CUST0338,2025-01-01,Completed
ORD00160,CUST0441,2025-06-01,Cancelled
ORD00161,CUST0881,2025-05-06,Completed
ORD00162,CUST0609,2024-08-21,Completed
ORD00163,CUST0329,2024-06-19,Completed
ORD00164,CUST0712,2025-02-02,Completed
ORD00165,CUST0322,2024-12-20,Completed
ORD00166,CUST0408,2025-03-04,Returned
ORD00167,CUST0299,2024-10-31,Cancelled
ORD00168,CUST0649,2024-12-17,Completed
ORD00169,CUST0590,2024-07-04,Cancelled
ORD00170,CUST0334,2025-06-03,Completed
ORD00171,CUST0837,2025-01-13,Cancelled
ORD00172,CUST0374,2025-04-29,Completed
ORD00173,CUST0578,2025-04-20,Completed
ORD00174,CUST0559,2025-03-31,Completed
ORD00175,CUST0787,2024-10-08,Completed
ORD00176,CUST0976,2024-11-27,Cancelled
ORD00177,CUST0966,2024-10-12,Cancelled
ORD00178,CUST0449,2025-05-27,Cancelled
ORD00179,CUST0852,2024-07-25,Completed
ORD00180,CUST0839,2025-03-28,Cancelled
ORD00181,CUST0815,2024-08-27,Completed
ORD00182,CUST0512,2024-10-22,Completed
ORD00183,CUST0311,2025-03-30,Completed
ORD00184,CUST0675,2024-11-19,Completed
ORD00185,CUST0434,2025-05-22,Cancelled
ORD00186,CUST0076,2025-04-10,Completed
ORD00187,CUST0613,2024-12-13,Completed
ORD00188,CUST0411,2025-03-12,Completed
ORD00189,CUST0946,2024-08-04,Returned
ORD00190,CUST0709,2025-02-13,Completed
ORD00191,CUST0038,2025-02-22,Cancelled
ORD00192,CUST0369,2024-11-07,Cancelled
ORD00193,CUST0832,2025-02-03,Completed
ORD00194,CUST0654,2024-11-11,Returned
ORD00195,CUST0112,2025-05-30,Cancelled
ORD00196,CUST0674,2024-11-24,Completed
ORD00197,CUST0171,2024-12-24,Completed
ORD00198,CUST0046,2024-07-05,Completed
ORD00199,CUST0661,2024-12-18,Completed
ORD00200,CUST0410,2024-10-05,Returned
ORD00201,CUST0340,2025-01-07,Returned
ORD00202,CUST0441,2024-09-05,Completed
ORD00203,CUST0101,2024-11-09,Completed
ORD00204,CUST0523,2024-06-11,Cancelled
ORD00205,CUST0572,2024-12-29,Completed
ORD00206,CUST0590,2025-02-12,Completed
ORD00207,CUST0384,2025-02-25,Completed
ORD00208,CUST0791,2024-07-05,Completed
ORD00209,CUST0708,2024-07-08,Completed
ORD00210,CUST0354,2024-10-23,Returned
ORD00211,CUST0495,2025-05-02,Completed
ORD00212,CUST0426,2025-05-11,Returned
ORD00213,CUST0088,2025-04-30,Completed
ORD00214,CUST0964,2024-10-26,Cancelled
ORD00215,CUST0357,2025-03-13,Completed
ORD00216,CUST0467,2025-01-13,Cancelled
ORD00217,CUST0534,2025-01-27,Completed
ORD00218,CUST0488,2025-06-09,Completed
ORD00219,CUST0740,2024-07-21,Completed
ORD00220,CUST0327,2025-01-20,Completed
ORD00221,CUST0046,2024-10-16,Cancelled
ORD00222,CUST0118,2025-03-05,Completed
ORD00223,CUST0352,2024-08-18,Completed
ORD00224,CUST0694,2025-05-19,Cancelled
ORD00225,CUST0953,2025-06-05,Returned
ORD00226,CUST0250,2024-08-21,Completed
ORD00227,CUST0566,2025-03-15,Completed
ORD00228,CUST0574,2024-06-11,Completed
ORD00229,CUST0474,2025-01-09,Completed
ORD00230,CUST0415,2024-11-02,Completed
ORD00231,CUST0191,2024-10-09,Completed
ORD00232,CUST0443,2024-08-26,Completed
ORD00233,CUST0756,2024-12-30,Completed
ORD00234,CUST0203,2025-03-30,Completed
ORD00235,CUST0440,2025-01-31,Completed
ORD00236,CUST0722,2024-11-21,Completed
ORD00237,CUST0286,2025-04-28,Cancelled
ORD00238,CUST0829,2025-04-11,Cancelled
ORD00239,CUST0592,2025-03-05,Completed
ORD00240,CUST0893,2024-09-27,Completed
ORD00241,CUST0375,2024-08-27,Completed
ORD00242,CUST0469,2025-01-15,Completed
ORD00243,CUST0687,2024-11-30,Cancelled
ORD00244,CUST0541,2024-12-07,Returned
ORD00245,CUST0321,2025-03-26,Completed
ORD00246,CUST0626,2024-09-25,Completed
ORD00247,CUST0117,2024-09-14,Completed
ORD00248,CUST0866,2025-04-26,Completed
ORD00249,CUST0177,2024-10-04,Cancelled
ORD00250,CUST0723,2025-05-17,Cancelled
ORD00251,CUST0941,2025-04-13,Completed
ORD00252,CUST0087,2025-02-21,Completed
ORD00253,CUST0321,2025-01-20,Completed
ORD00254,CUST0313,2025-05-25,Completed
ORD00255,CUST0383,2024-12-31,Completed
ORD00256,CUST0524,2024-07-13,Completed
ORD00257,CUST0611,2025-06-06,Completed
ORD00258,CUST0393,2025-02-15,Completed
ORD00259,CUST0499,2024-07-05,Completed
ORD00260,CUST0711,2025-01-23,Returned
ORD00261,CUST0954,2025-04-28,Returned
ORD00262,CUST0569,2025-04-05,Completed
ORD00263,CUST0296,2025-04-25,Completed
ORD00264,CUST0323,2025-05-11,Cancelled
ORD00265,CUST0635,2024-10-29,Completed
ORD00266,CUST0368,2024-12-28,Returned
ORD00267,CUST0497,2025-01-31,Completed
ORD00268,CUST0835,2024-12-03,Completed
ORD00269,CUST0576,2025-04-14,Completed
ORD00270,CUST0507,2024-11-26,Completed
ORD00271,CUST0504,2025-03-24,Completed
ORD00272,CUST0861,2025-05-12,Completed
ORD00273,CUST0172,2025-04-02,Completed
ORD00274,CUST0032,2025-04-02,Cancelled
ORD00275,CUST0226,2024-07-17,Completed
ORD00276,CUST0282,2025-01-28,Completed
ORD00277,CUST0296,2025-05-25,Completed
ORD00278,CUST0469,2024-10-09,Completed
ORD00279,CUST0792,2025-03-30,Cancelled
ORD00280,CUST0563,2024-06-11,Completed
ORD00281,CUST0587,2024-09-11,Completed
ORD00282,CUST0794,2024-11-08,Completed
ORD00283,CUST0376,2025-04-19,Completed
ORD00284,CUST0775,2025-02-04,Completed
ORD00285,CUST0737,2024-10-06,Completed
ORD00286,CUST0224,2025-03-18,Returned
ORD00287,CUST0105,2024-08-24,Cancelled
ORD00288,CUST0670,2025-04-13,Cancelled
ORD00289,CUST0305,2025-04-14,Cancelled
ORD00290,CUST0034,2024-07-10,Completed
ORD00291,CUST0357,2024-08-28,Cancelled
ORD00292,CUST0090,2024-10-03,Completed
ORD00293,CUST0121,2025-05-04,Cancelled
ORD00294,CUST0243,2024-10-02,Completed
ORD00295,CUST0756,2025-03-10,Completed
ORD00296,CUST0360,2025-01-30,Cancelled
ORD00297,CUST0625,2024-08-19,Completed
ORD00298,CUST0170,2024-06-26,Completed
ORD00299,CUST0804,2024-11-10,Completed
ORD00300,CUST0212,2024-11-20,Cancelled
ORD00301,CUST0584,2024-08-08,Completed
ORD00302,CUST0288,2025-04-26,Completed
ORD00303,CUST0173,2024-10-16,Completed
ORD00304,CUST0721,2025-01-30,Completed
ORD00305,CUST0587,2024-08-18,Completed
ORD00306,CUST0879,2025-02-28,Completed
ORD00307,CUST0922,2024-09-12,Completed
ORD00308,CUST0098,2024-11-25,Completed
ORD00309,CUST0769,2025-04-23,Cancelled
ORD00310,CUST0941,2025-05-19,Completed
ORD00311,CUST0284,2025-03-17,Cancelled
ORD00312,CUST0130,2025-03-02,Cancelled
ORD00313,CUST0136,2024-08-14,Completed
ORD00314,CUST0729,2024-12-15,Completed
ORD00315,CUST0254,2024-08-08,Cancelled
ORD00316,CUST0693,2024-08-06,Completed
ORD00317,CUST0146,2024-11-25,Completed
ORD00318,CUST0276,2024-12-28,Completed
ORD00319,CUST0385,2025-04-30,Completed
ORD00320,CUST0649,2024-12-16,Cancelled
ORD00321,CUST0788,2025-06-07,Completed
ORD00322,CUST0528,2025-04-20,Cancelled
ORD00323,CUST0712,2025-01-17,Returned
ORD00324,CUST0378,2025-06-07,Completed
ORD00325,CUST0500,2024-11-12,Completed
ORD00326,CUST0003,2025-01-12,Cancelled
ORD00327,CUST0868,2025-05-29,Cancelled
ORD00328,CUST0749,2025-05-09,Returned
ORD00329,CUST0651,2024-07-09,Completed
ORD00330,CUST0367,2024-09-16,Cancelled
ORD00331,CUST0815,2024-06-30,Completed
ORD00332,CUST0224,2024-12-01,Returned
ORD00333,CUST0845,2025-03-14,Completed
ORD00334,CUST0275,2024-06-22,Completed
ORD00335,CUST0291,2025-05-22,Completed
ORD00336,CUST0592,2024-11-17,Completed
ORD00337,CUST0873,2024-06-30,Completed
ORD00338,CUST0352,2025-04-26,Cancelled
ORD00339,CUST0781,2025-04-16,Completed
ORD00340,CUST0102,2025-01-28,Completed
ORD00341,CUST0857,2025-03-12,Completed
ORD00342,CUST0128,2025-01-08,Returned
ORD00343,CUST0162,2024-11-20,Completed
ORD00344,CUST0001,2024-10-09,Returned
ORD00345,CUST0439,2025-04-02,Completed
ORD00346,CUST0706,2024-06-22,Returned
ORD00347,CUST0904,2024-12-24,Completed
ORD00348,CUST0163,2024-09-20,Cancelled
ORD00349,CUST0898,2025-03-01,Completed
ORD00350,CUST0671,2024-08-16,Completed
ORD00351,CUST0085,2024-07-04,Completed
ORD00352,CUST0926,2024-12-23,Completed
ORD00353,CUST0054,2024-09-17,Completed
ORD00354,CUST0313,2025-06-07,Cancelled
ORD00355,CUST0774,2024-12-27,Completed
ORD00356,CUST0672,2024-09-27,Completed
ORD00357,CUST0098,2024-08-01,Completed
ORD00358,CUST0489,2024-11-18,Completed
ORD00359,CUST0608,2024-09-20,Completed
ORD00360,CUST0697,2025-01-26,Completed
ORD00361,CUST0009,2025-03-09,Completed
ORD00362,CUST0837,2024-07-10,Completed
ORD00363,CUST0881,2024-09-18,Completed
ORD00364,CUST0136,2024-08-23,Completed
ORD00365,CUST0235,2024-08-24,Completed
ORD00366,CUST0749,2025-03-10,Cancelled
ORD00367,CUST0106,2025-01-30,Completed
ORD00368,CUST0903,2025-05-14,Completed
ORD00369,CUST0392,2024-10-11,Cancelled
ORD00370,CUST0772,2024-08-14,Cancelled
ORD00371,CUST0657,2024-10-29,Returned
ORD00372,CUST0147,2024-06-25,Completed
ORD00373,CUST0577,2025-04-10,Completed
ORD00374,CUST0666,2025-03-08,Completed
ORD00375,CUST0360,2024-11-15,Cancelled
ORD00376,CUST0644,2024-10-16,Cancelled
ORD00377,CUST0942,2024-08-14,Completed
ORD00378,CUST0704,2025-03-28,Completed
ORD00379,CUST0223,2025-04-22,Completed
ORD00380,CUST0103,2025-04-23,Completed
ORD00381,CUST0127,2024-08-01,Completed
ORD00382,CUST0394,2025-03-29,Completed
ORD00383,CUST0440,2024-07-17,Completed
ORD00384,CUST0144,2024-06-25,Completed
ORD00385,CUST0661,2024-11-27,Completed
ORD00386,CUST0567,2024-08-04,Completed
ORD00387,CUST0739,2025-03-25,Completed
ORD00388,CUST0798,2025-03-21,Returned
ORD00389,CUST0028,2024-12-28,Cancelled
ORD00390,CUST0675,2024-09-12,Cancelled
ORD00391,CUST0211,2024-12-04,Completed
ORD00392,CUST0522,2025-04-30,Completed
ORD00393,CUST0402,2024-10-29,Completed
ORD00394,CUST0056,2024-10-02,Cancelled
ORD00395,CUST0813,2024-08-24,Returned
ORD00396,CUST0507,2024-08-31,Completed
ORD00397,CUST0247,2025-04-15,Completed
ORD00398,CUST0609,2024-10-11,Completed
ORD00399,CUST0911,2024-07-03,Returned
ORD00400,CUST0370,2024-07-31,Returned
ORD00401,CUST0136,2024-06-15,Completed
ORD00402,CUST0860,2024-08-13,Completed
ORD00403,CUST0375,2025-01-17,Completed
ORD00404,CUST0177,2024-07-05,Cancelled
ORD00405,CUST0978,2025-03-09,Returned
ORD00406,CUST0075,2024-12-09,Completed
ORD00407,CUST0070,2024-07-09,Completed
ORD00408,CUST0221,2025-05-31,Completed
ORD00409,CUST0062,2024-12-20,Returned
ORD00410,CUST0408,2025-01-21,Completed
ORD00411,CUST0644,2024-08-14,Cancelled
ORD00412,CUST0786,2025-03-07,Completed
ORD00413,CUST0719,2024-06-25,Completed
ORD00414,CUST0656,2025-06-03,Completed
ORD00415,CUST0631,2024-06-27,Completed
ORD00416,CUST0086,2024-08-08,Completed
ORD00417,CUST0524,2025-05-20,Returned
ORD00418,CUST0998,2024-10-06,Cancelled
ORD00419,CUST0550,2025-03-17,Completed
ORD00420,CUST0601,2024-07-08,Completed
ORD00421,CUST0855,2024-09-21,Completed
ORD00422,CUST0659,2025-03-15,Completed
ORD00423,CUST0716,2025-01-27,Completed
ORD00424,CUST0977,2025-01-20,Cancelled
ORD00425,CUST0060,2025-05-11,Completed
ORD00426,CUST0947,2024-08-09,Completed
ORD00427,CUST0465,2025-03-22,Completed
ORD00428,CUST0057,2024-11-19,Completed
ORD00429,CUST0760,2025-04-02,Completed
ORD00430,CUST0180,2024-12-18,Completed
ORD00431,CUST0725,2024-12-29,Completed
ORD00432,CUST0012,2024-07-27,Completed
ORD00433,CUST0976,2025-02-27,Completed
ORD00434,CUST0530,2024-07-06,Cancelled
ORD00435,CUST0739,2025-01-20,Completed
ORD00436,CUST0381,2025-03-19,Completed
ORD00437,CUST0800,2024-11-15,Cancelled
ORD00438,CUST0751,2025-04-16,Cancelled
ORD00439,CUST0790,2024-08-15,Cancelled
ORD00440,CUST0344,2024-08-09,Cancelled
ORD00441,CUST0279,2024-11-14,Completed
ORD00442,CUST0270,2025-05-30,Cancelled
ORD00443,CUST0591,2025-04-17,Completed
ORD00444,CUST0509,2025-05-22,Completed
ORD00445,CUST0369,2025-03-06,Completed
ORD00446,CUST0880,2025-03-31,Completed
ORD00447,CUST0377,2024-11-17,Completed
ORD00448,CUST0792,2025-03-08,Completed
ORD00449,CUST0588,2025-05-13,Completed
ORD00450,CUST0119,2024-12-06,Completed
ORD00451,CUST0522,2025-02-19,Completed
ORD00452,CUST0880,2024-09-11,Cancelled
ORD00453,CUST0251,2025-03-03,Completed
ORD00454,CUST0373,2025-01-28,Completed
ORD00455,CUST0154,2025-02-26,Completed
ORD00456,CUST0984,2025-04-16,Cancelled
ORD00457,CUST0567,2025-05-24,Cancelled
ORD00458,CUST0732,2025-04-22,Cancelled
ORD00459,CUST0430,2024-06-26,Completed
ORD00460,CUST0255,2025-04-20,Completed
ORD00461,CUST0738,2025-02-07,Completed
ORD00462,CUST0846,2024-06-14,Completed
ORD00463,CUST0382,2024-09-25,Completed
ORD00464,CUST0690,2025-04-11,Returned
ORD00465,CUST0184,2025-04-09,Completed
ORD00466,CUST0529,2025-03-30,Returned
ORD00467,CUST0977,2024-11-26,Completed
ORD00468,CUST0899,2025-01-08,Completed
ORD00469,CUST0290,2025-02-12,Cancelled
ORD00470,CUST0319,2024-11-24,Completed
ORD00471,CUST0567,2024-08-30,Completed
ORD00472,CUST0378,2024-11-16,Completed
ORD00473,CUST0578,2024-07-23,Cancelled
ORD00474,CUST0758,2024-09-14,Completed
ORD00475,CUST0476,2024-12-12,Completed
ORD00476,CUST0996,2024-08-01,Completed
ORD00477,CUST0792,2024-11-29,Cancelled
ORD00478,CUST0751,2024-07-04,Returned
ORD00479,CUST0779,2024-07-04,Cancelled
ORD00480,CUST0155,2025-03-14,Completed
ORD00481,CUST0420,2025-01-06,Completed
ORD00482,CUST0555,2024-08-09,Completed
ORD00483,CUST0860,2025-02-06,Completed
ORD00484,CUST0010,2024-08-27,Returned
ORD00485,CUST0002,2024-07-18,Cancelled
ORD00486,CUST0386,2024-11-22,Cancelled
ORD00487,CUST0745,2024-08-03,Completed
ORD00488,CUST0211,2024-06-15,Completed
ORD00489,CUST0244,2024-07-07,Completed
ORD00490,CUST0985,2025-05-03,Completed
ORD00491,CUST0146,2025-02-09,Cancelled
ORD00492,CUST0096,2024-07-20,Completed
ORD00493,CUST0238,2024-12-08,Cancelled
ORD00494,CUST0533,2024-10-12,Completed
ORD00495,CUST0918,2024-10-10,Completed
ORD00496,CUST0998,2025-04-09,Cancelled
ORD00497,CUST0595,2024-10-19,Completed
ORD00498,CUST0137,2024-06-21,Completed
ORD00499,CUST0404,2025-04-21,Completed
ORD00500,CUST0582,2025-02-16,Completed
ORD00501,CUST0679,2025-01-06,Returned
ORD00502,CUST0243,2025-05-29,Completed
ORD00503,CUST0872,2025-04-04,Completed
ORD00504,CUST0821,2024-12-29,Completed
ORD00505,CUST0852,2025-02-18,Cancelled
ORD00506,CUST0326,2024-08-27,Completed
ORD00507,CUST0240,2024-07-08,Completed
ORD00508,CUST0208,2025-01-09,Completed
ORD00509,CUST0789,2025-01-14,Completed
ORD00510,CUST0160,2024-10-04,Completed
ORD00511,CUST0461,2024-06-28,Completed
ORD00512,CUST0417,2025-04-28,Completed
ORD00513,CUST0367,2024-08-06,Returned
ORD00514,CUST0213,2025-03-24,Completed
ORD00515,CUST0475,2024-06-14,Completed
ORD00516,CUST0123,2025-05-26,Completed
ORD00517,CUST0827,2024-07-31,Completed
ORD00518,CUST0847,2024-06-22,Cancelled
ORD00519,CUST0618,2024-10-19,Completed
ORD00520,CUST0856,2025-02-17,Cancelled
ORD00521,CUST0152,2025-03-11,Completed
ORD00522,CUST0255,2024-09-20,Returned
ORD00523,CUST0406,2025-04-15,Completed
ORD00524,CUST0694,2025-03-03,Completed
ORD00525,CUST0840,2024-09-21,Returned
ORD00526,CUST0032,2025-01-26,Returned
ORD00527,CUST0876,2025-04-15,Completed
ORD00528,CUST0767,2025-02-02,Completed
ORD00529,CUST0097,2025-02-02,Completed
ORD00530,CUST0824,2025-03-26,Cancelled
ORD00531,CUST0125,2024-08-20,Completed
ORD00532,CUST0851,2025-04-16,Cancelled
ORD00533,CUST0228,2025-06-05,Completed
ORD00534,CUST0844,2024-06-27,Completed
ORD00535,CUST0703,2024-06-17,Completed
ORD00536,CUST0661,2024-11-23,Completed
ORD00537,CUST0601,2024-08-17,Completed
ORD00538,CUST0833,2024-11-30,Completed
ORD00539,CUST0067,2025-02-13,Completed
ORD00540,CUST0662,2024-09-25,Completed
ORD00541,CUST0132,2025-05-22,Completed
ORD00542,CUST0868,2025-03-02,Cancelled
ORD00543,CUST0340,2024-12-25,Completed
ORD00544,CUST0965,2025-01-02,Completed
ORD00545,CUST0173,2025-03-04,Returned
ORD00546,CUST0444,2025-04-24,Cancelled
ORD00547,CUST0405,2025-03-19,Completed
ORD00548,CUST0392,2025-03-24,Completed
ORD00549,CUST0177,2025-01-10,Completed
ORD00550,CUST0931,2024-12-02,Completed
ORD00551,CUST0287,2025-06-06,Completed
ORD00552,CUST0153,2024-11-24,Completed
ORD00553,CUST0635,2024-10-27,Completed
ORD00554,CUST0663,2025-05-14,Completed
ORD00555,CUST0422,2025-06-05,Cancelled
ORD00556,CUST0491,2024-09-14,Completed
ORD00557,CUST0287,2024-08-28,Completed
ORD00558,CUST0430,2025-05-27,Completed
ORD00559,CUST0906,2024-09-01,Cancelled
ORD00560,CUST0256,2025-01-23,Completed
ORD00561,CUST0822,2024-07-08,Completed
ORD00562,CUST0020,2024-10-31,Returned
ORD00563,CUST0801,2025-05-17,Cancelled
ORD00564,CUST0492,2024-09-17,Completed
ORD00565,CUST0497,2024-06-18,Completed
ORD00566,CUST0580,2024-09-25,Completed
ORD00567,CUST0398,2024-11-25,Completed
ORD00568,CUST0027,2024-12-15,Completed
ORD00569,CUST0225,2024-11-13,Completed
ORD00570,CUST0831,2025-02-13,Cancelled
ORD00571,CUST0060,2024-10-01,Cancelled
ORD00572,CUST0484,2024-11-14,Completed
ORD00573,CUST0786,2025-01-23,Completed
ORD00574,CUST0239,2025-06-06,Returned
ORD00575,CUST0103,2025-02-08,Completed
ORD00576,CUST0247,2025-05-29,Completed
ORD00577,CUST0836,2025-03-11,Cancelled
ORD00578,CUST0755,2024-12-13,Completed
ORD00579,CUST0971,2025-05-01,Completed
ORD00580,CUST0867,2025-05-07,Returned
ORD00581,CUST0398,2025-01-13,Completed
ORD00582,CUST0860,2024-09-13,Returned
ORD00583,CUST0178,2025-05-30,Completed
ORD00584,CUST0607,2024-12-20,Completed
ORD00585,CUST0756,2024-10-30,Completed
ORD00586,CUST0936,2025-01-01,Completed
ORD00587,CUST0721,2024-08-11,Cancelled
ORD00588,CUST0971,2024-10-16,Completed
ORD00589,CUST0146,2024-07-02,Completed
ORD00590,CUST0193,2025-04-05,Cancelled
ORD00591,CUST0830,2025-06-04,Cancelled
ORD00592,CUST0505,2024-09-03,Completed
ORD00593,CUST0180,2024-11-15,Completed
ORD00594,CUST0093,2025-05-10,Completed
ORD00595,CUST0617,2025-01-08,Completed
ORD00596,CUST0540,2024-11-25,Completed
